STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TRANSFORMATION,Transformation,ADJUSTMENT,Adjustment,SEX,Sex,AGE,Age,ACTIVITY,Economic activity,FREQ,Frequency of observation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,BASE_PER,Base period,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_ISIC4_Q(1.0),Employed population by economic activity,I,POL,Poland,EMP,Employment,PS,Persons,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,_T,Total,BTE,Industry (except construction),Q,Quarterly,2025-Q2,,3891.936,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_ISIC4_Q(1.0),Employed population by economic activity,I,SVN,Slovenia,EMP,Employment,PS,Persons,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,_T,Total,BTE,Industry (except construction),Q,Quarterly,2024-Q1,,252.4792,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_ISIC4_Q(1.0),Employed population by economic activity,I,SVN,Slovenia,EMP,Employment,PS,Persons,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,_T,Total,BTE,Industry (except construction),Q,Quarterly,2024-Q2,,255.0113,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_ISIC4_Q(1.0),Employed population by economic activity,I,SVN,Slovenia,EMP,Employment,PS,Persons,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,_T,Total,BTE,Industry (except construction),Q,Quarterly,2024-Q3,,249.5818,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_ISIC4_Q(1.0),Employed population by economic activity,I,SVN,Slovenia,EMP,Employment,PS,Persons,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,_T,Total,BTE,Industry (except construction),Q,Quarterly,2024-Q4,,261.8278,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_ISIC4_Q(1.0),Employed population by economic activity,I,SVN,Slovenia,EMP,Employment,PS,Persons,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,_T,Total,BTE,Industry (except construction),Q,Quarterly,2025-Q1,,257.1942,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_ISIC4_Q(1.0),Employed population by economic activity,I,SVN,Slovenia,EMP,Employment,PS,Persons,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,_T,Total,BTE,Industry (except construction),Q,Quarterly,2025-Q2,,249.4073,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_ISIC4_Q(1.0),Employed population by economic activity,I,ESP,Spain,EMP,Employment,PS,Persons,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,_T,Total,BTE,Industry (except construction),Q,Quarterly,2024-Q1,,2855.462,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_ISIC4_Q(1.0),Employed population by economic activity,I,ESP,Spain,EMP,Employment,PS,Persons,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,_T,Total,BTE,Industry (except construction),Q,Quarterly,2024-Q2,,2892.672,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_ISIC4_Q(1.0),Employed population by economic activity,I,ESP,Spain,EMP,Employment,PS,Persons,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,_T,Total,BTE,Industry (except construction),Q,Quarterly,2024-Q3,,2890.169,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_ISIC4_Q(1.0),Employed population by economic activity,I,ESP,Spain,EMP,Employment,PS,Persons,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,_T,Total,BTE,Industry (except construction),Q,Quarterly,2024-Q4,,2908.996,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_ISIC4_Q(1.0),Employed population by economic activity,I,ESP,Spain,EMP,Employment,PS,Persons,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,_T,Total,BTE,Industry (except construction),Q,Quarterly,2025-Q1,,2945.868,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_ISIC4_Q(1.0),Employed population by economic activity,I,ESP,Spain,EMP,Employment,PS,Persons,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,_T,Total,BTE,Industry (except construction),Q,Quarterly,2025-Q2,,3009.124,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_ISIC4_Q(1.0),Employed population by economic activity,I,EA20,Euro area (20 countries),EMP,Employment,PS,Persons,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,_T,Total,BTE,Industry (except construction),Q,Quarterly,2024-Q1,,26017.98,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_ISIC4_Q(1.0),Employed population by economic activity,I,EA20,Euro area (20 countries),EMP,Employment,PS,Persons,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,_T,Total,BTE,Industry (except construction),Q,Quarterly,2024-Q2,,26089.97,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_ISIC4_Q(1.0),Employed population by economic activity,I,EA20,Euro area (20 countries),EMP,Employment,PS,Persons,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,_T,Total,BTE,Industry (except construction),Q,Quarterly,2024-Q3,,26143.76,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_ISIC4_Q(1.0),Employed population by economic activity,I,EA20,Euro area (20 countries),EMP,Employment,PS,Persons,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,_T,Total,BTE,Industry (except construction),Q,Quarterly,2024-Q4,,26225.7,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_ISIC4_Q(1.0),Employed population by economic activity,I,EA20,Euro area (20 countries),EMP,Employment,PS,Persons,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,_T,Total,BTE,Industry (except construction),Q,Quarterly,2025-Q1,,26297.8,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_ISIC4_Q(1.0),Employed population by economic activity,I,EA20,Euro area (20 countries),EMP,Employment,PS,Persons,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,_T,Total,BTE,Industry (except construction),Q,Quarterly,2025-Q2,,26377.96,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_ISIC4_Q(1.0),Employed population by economic activity,I,NOR,Norway,EMP,Employment,PS,Persons,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,_T,Total,BTE,Industry (except construction),Q,Quarterly,2024-Q1,,287.4857,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_ISIC4_Q(1.0),Employed population by economic activity,I,NOR,Norway,EMP,Employment,PS,Persons,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,_T,Total,BTE,Industry (except construction),Q,Quarterly,2024-Q2,,286.0632,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_ISIC4_Q(1.0),Employed population by economic activity,I,NOR,Norway,EMP,Employment,PS,Persons,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,_T,Total,BTE,Industry (except construction),Q,Quarterly,2024-Q3,,284.8302,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_ISIC4_Q(1.0),Employed population by economic activity,I,NOR,Norway,EMP,Employment,PS,Persons,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,_T,Total,BTE,Industry (except construction),Q,Quarterly,2024-Q4,,284.0209,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_ISIC4_Q(1.0),Employed population by economic activity,I,NOR,Norway,EMP,Employment,PS,Persons,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,_T,Total,BTE,Industry (except construction),Q,Quarterly,2025-Q1,,285.6789,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_ISIC4_Q(1.0),Employed population by economic activity,I,NOR,Norway,EMP,Employment,PS,Persons,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,_T,Total,BTE,Industry (except construction),Q,Quarterly,2025-Q2,,284.5218,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_ISIC4_Q(1.0),Employed population by economic activity,I,SWE,Sweden,EMP,Employment,PS,Persons,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,_T,Total,BTE,Industry (except construction),Q,Quarterly,2024-Q1,,582.6964,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_ISIC4_Q(1.0),Employed population by economic activity,I,SWE,Sweden,EMP,Employment,PS,Persons,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,_T,Total,BTE,Industry (except construction),Q,Quarterly,2024-Q2,,574.2943,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_ISIC4_Q(1.0),Employed population by economic activity,I,SWE,Sweden,EMP,Employment,PS,Persons,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,_T,Total,BTE,Industry (except construction),Q,Quarterly,2024-Q3,,573.4089,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_ISIC4_Q(1.0),Employed population by economic activity,I,SWE,Sweden,EMP,Employment,PS,Persons,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,_T,Total,BTE,Industry (except construction),Q,Quarterly,2024-Q4,,565.9003,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_ISIC4_Q(1.0),Employed population by economic activity,I,SWE,Sweden,EMP,Employment,PS,Persons,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,_T,Total,BTE,Industry (except construction),Q,Quarterly,2025-Q1,,567.1406,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_ISIC4_Q(1.0),Employed population by economic activity,I,SWE,Sweden,EMP,Employment,PS,Persons,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,_T,Total,BTE,Industry (except construction),Q,Quarterly,2025-Q2,,568.5507,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_ISIC4_Q(1.0),Employed population by economic activity,I,EU27_2020,European Union (27 countries from 01/02/2020),EMP,Employment,PS,Persons,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,_T,Total,BTE,Industry (except construction),Q,Quarterly,2024-Q1,,35734.15,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_ISIC4_Q(1.0),Employed population by economic activity,I,EU27_2020,European Union (27 countries from 01/02/2020),EMP,Employment,PS,Persons,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,_T,Total,BTE,Industry (except construction),Q,Quarterly,2024-Q2,,35839.14,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_ISIC4_Q(1.0),Employed population by economic activity,I,EU27_2020,European Union (27 countries from 01/02/2020),EMP,Employment,PS,Persons,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,_T,Total,BTE,Industry (except construction),Q,Quarterly,2024-Q3,,35707.51,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_ISIC4_Q(1.0),Employed population by economic activity,I,EU27_2020,European Union (27 countries from 01/02/2020),EMP,Employment,PS,Persons,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,_T,Total,BTE,Industry (except construction),Q,Quarterly,2024-Q4,,35685.7,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_ISIC4_Q(1.0),Employed population by economic activity,I,EU27_2020,European Union (27 countries from 01/02/2020),EMP,Employment,PS,Persons,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,_T,Total,BTE,Industry (except construction),Q,Quarterly,2025-Q1,,35820.95,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_ISIC4_Q(1.0),Employed population by economic activity,I,EU27_2020,European Union (27 countries from 01/02/2020),EMP,Employment,PS,Persons,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,_T,Total,BTE,Industry (except construction),Q,Quarterly,2025-Q2,,35969.66,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_ISIC4_Q(1.0),Employed population by economic activity,I,ROU,Romania,EMP,Employment,PS,Persons,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,_T,Total,BTE,Industry (except construction),Q,Quarterly,2024-Q1,,1763.582,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_ISIC4_Q(1.0),Employed population by economic activity,I,ROU,Romania,EMP,Employment,PS,Persons,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,_T,Total,BTE,Industry (except construction),Q,Quarterly,2024-Q2,,1744.895,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_ISIC4_Q(1.0),Employed population by economic activity,I,ROU,Romania,EMP,Employment,PS,Persons,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,_T,Total,BTE,Industry (except construction),Q,Quarterly,2024-Q3,,1700.292,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_ISIC4_Q(1.0),Employed population by economic activity,I,ROU,Romania,EMP,Employment,PS,Persons,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,_T,Total,BTE,Industry (except construction),Q,Quarterly,2024-Q4,,1689.031,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_ISIC4_Q(1.0),Employed population by economic activity,I,ROU,Romania,EMP,Employment,PS,Persons,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,_T,Total,BTE,Industry (except construction),Q,Quarterly,2025-Q1,,1640.83,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_ISIC4_Q(1.0),Employed population by economic activity,I,ROU,Romania,EMP,Employment,PS,Persons,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,_T,Total,BTE,Industry (except construction),Q,Quarterly,2025-Q2,,1649.241,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_ISIC4_Q(1.0),Employed population by economic activity,I,CZE,Czechia,EMP,Employment,PS,Persons,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,_T,Total,BTE,Industry (except construction),Q,Quarterly,2025-Q2,,1417.8,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_ISIC4_Q(1.0),Employed population by economic activity,I,DNK,Denmark,EMP,Employment,PS,Persons,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,_T,Total,BTE,Industry (except construction),Q,Quarterly,2025-Q2,,407.2,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_ISIC4_Q(1.0),Employed population by economic activity,I,LUX,Luxembourg,EMP,Employment,PS,Persons,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,_T,Total,BTE,Industry (except construction),Q,Quarterly,2025-Q2,,7.9,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_ISIC4_Q(1.0),Employed population by economic activity,I,PRT,Portugal,EMP,Employment,PS,Persons,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,_T,Total,BTE,Industry (except construction),Q,Quarterly,2025-Q2,,930.7,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_ISIC4_Q(1.0),Employed population by economic activity,I,SVK,Slovak Republic,EMP,Employment,PS,Persons,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,_T,Total,BTE,Industry (except construction),Q,Quarterly,2025-Q2,,647.3,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_ISIC4_Q(1.0),Employed population by economic activity,I,FIN,Finland,EMP,Employment,PS,Persons,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,_T,Total,BTE,Industry (except construction),Q,Quarterly,2024-Q1,,372.0513,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_ISIC4_Q(1.0),Employed population by economic activity,I,FIN,Finland,EMP,Employment,PS,Persons,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,_T,Total,BTE,Industry (except construction),Q,Quarterly,2024-Q2,,373.2435,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_ISIC4_Q(1.0),Employed population by economic activity,I,FIN,Finland,EMP,Employment,PS,Persons,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,_T,Total,BTE,Industry (except construction),Q,Quarterly,2024-Q3,,369.6573,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_ISIC4_Q(1.0),Employed population by economic activity,I,FIN,Finland,EMP,Employment,PS,Persons,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,_T,Total,BTE,Industry (except construction),Q,Quarterly,2024-Q4,,368.2479,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_ISIC4_Q(1.0),Employed population by economic activity,I,FIN,Finland,EMP,Employment,PS,Persons,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,_T,Total,BTE,Industry (except construction),Q,Quarterly,2025-Q1,,372.5642,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_ISIC4_Q(1.0),Employed population by economic activity,I,FIN,Finland,EMP,Employment,PS,Persons,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,_T,Total,BTE,Industry (except construction),Q,Quarterly,2025-Q2,,370.4247,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_ISIC4_Q(1.0),Employed population by economic activity,I,EST,Estonia,EMP,Employment,PS,Persons,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,_T,Total,BTE,Industry (except construction),Q,Quarterly,2024-Q1,,120.4129,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_ISIC4_Q(1.0),Employed population by economic activity,I,EST,Estonia,EMP,Employment,PS,Persons,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,_T,Total,BTE,Industry (except construction),Q,Quarterly,2024-Q2,,119.2221,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_ISIC4_Q(1.0),Employed population by economic activity,I,EST,Estonia,EMP,Employment,PS,Persons,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,_T,Total,BTE,Industry (except construction),Q,Quarterly,2024-Q3,,119.3634,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_ISIC4_Q(1.0),Employed population by economic activity,I,EST,Estonia,EMP,Employment,PS,Persons,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,_T,Total,BTE,Industry (except construction),Q,Quarterly,2024-Q4,,115.1015,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_ISIC4_Q(1.0),Employed population by economic activity,I,EST,Estonia,EMP,Employment,PS,Persons,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,_T,Total,BTE,Industry (except construction),Q,Quarterly,2025-Q1,,115.7573,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_ISIC4_Q(1.0),Employed population by economic activity,I,EST,Estonia,EMP,Employment,PS,Persons,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,_T,Total,BTE,Industry (except construction),Q,Quarterly,2025-Q2,,114.6133,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_ISIC4_Q(1.0),Employed population by economic activity,I,AUT,Austria,EMP,Employment,PS,Persons,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,_T,Total,BTE,Industry (except construction),Q,Quarterly,2024-Q1,,797.3059,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_ISIC4_Q(1.0),Employed population by economic activity,I,AUT,Austria,EMP,Employment,PS,Persons,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,_T,Total,BTE,Industry (except construction),Q,Quarterly,2024-Q2,,774.5688,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_ISIC4_Q(1.0),Employed population by economic activity,I,AUT,Austria,EMP,Employment,PS,Persons,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,_T,Total,BTE,Industry (except construction),Q,Quarterly,2024-Q3,,757.564,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_ISIC4_Q(1.0),Employed population by economic activity,I,AUT,Austria,EMP,Employment,PS,Persons,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,_T,Total,BTE,Industry (except construction),Q,Quarterly,2024-Q4,,749.6613,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_ISIC4_Q(1.0),Employed population by economic activity,I,AUT,Austria,EMP,Employment,PS,Persons,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,_T,Total,BTE,Industry (except construction),Q,Quarterly,2025-Q1,,720.0533,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_ISIC4_Q(1.0),Employed population by economic activity,I,AUT,Austria,EMP,Employment,PS,Persons,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,_T,Total,BTE,Industry (except construction),Q,Quarterly,2025-Q2,,726.7157,,,,A,Normal value,3,Thousands,0,Zero
